id,full_name,neo,pha,moid,e,a,q,i,diameter,albedo,class,H,spectral_class
a0003552,  3552 Don Quixote (1983 SA),Y,N,0.334156,0.708940624668573,4.260619708090496,1.240093310761587,31.08439670402863,19.0,0.03,AMO,12.8,C
a0003554,  3554 Amun (1986 EB),Y,N,0.250657,0.280576760744493,0.9739454856228308,0.7006790161250547,23.35695516099013,3.341,0.074,ATE,15.82,C
a0003671,  3671 Dionysus (1984 KD),Y,Y,0.0206816,0.5416798820204831,2.198591329800273,1.007658637662804,13.5340948148173,1.5,0.16,APO,16.4,S
a0003691,  3691 Bede (1982 FT),Y,N,0.35162,0.2841953364977403,1.774496551947305,1.27019290725256,20.35824565019472,4.3,0.593,AMO,14.7,M
a0003752,  3752 Camillo (1985 PA),Y,N,0.0782416,0.3016718800608424,1.413563764292719,0.9871313259326528,55.55753162973082,2.306,0.21,APO,15.3,S
a0003753,  3753 Cruithne (1986 TO),Y,N,0.071205,0.5148440884986424,0.9976970057262946,0.4840386002153157,19.80627828118542,2.071,0.365,ATE,15.6,M
a0003757,  3757 Anagolay (1982 XB),Y,Y,0.036196,0.44630354796355,1.834366453577306,1.015682197080439,3.867817849320273,0.5,0.18,APO,18.9,S
a0003908,  3908 Nyx (1980 PA),Y,N,0.0573946,0.4589935894896831,1.927872802601717,1.04299154485602,2.18557411909317,1.0,0.23,AMO,17.3,S
a0004015,  4015 Wilson-Harrington (1979 VA),Y,Y,0.0430103,0.6311870131501052,2.625914318209086,0.9684713029105984,2.798294802795844,4.0,0.05,APO,15.99,C
a0004034,  4034 Vishnu (1986 PA),Y,Y,0.0193934,0.4439425780383143,1.059509941130633,0.5891483664078772,11.17043812213602,0.42,0.52,APO,18.4,M
a0004055,  4055 Magellan (1985 DO2),Y,N,0.23975,0.3263362336133047,1.820434610349796,1.22636083606894,23.25372340218002,2.49,0.31,AMO,14.7,S
a0004183,  4183 Cuno (1959 LM),Y,Y,0.0283304,0.6341387636243487,1.983072161628205,0.7255292328754304,6.704037023888967,3.651,0.097,APO,14.1,C
a0004197,  4197 Morpheus (1982 TA),Y,N,0.0983462,0.7724192790605215,2.295124787435123,0.5223261537705526,12.59410572238528,1.8,0.37,APO,14.9,M
a0004401,  4401 Aditi (1985 TB),Y,N,0.331404,0.5644002390075878,2.580681127479128,1.124144082327537,26.63802301661972,1.801,0.343,AMO,16.0,M
a0004486,  4486 Mithra (1987 SB),Y,Y,0.0462892,0.663023402844932,2.199297519099557,0.7411117941177517,3.039698860306383,1.849,0.297,APO,15.5,S
a0004660,  4660 Nereus (1982 DB),Y,Y,0.00332828,0.3603359277287458,1.488743084595746,0.9522954640581828,1.432103476327154,0.33,0.55,APO,18.4,M
a0004688,  4688 (1980 WF),Y,N,0.109403,0.5174138379501934,2.232648320412635,1.077445184154881,6.373195987046823,0.6,0.18,AMO,19.4,S
a0004954,  4954 Eric (1990 SQ),Y,N,0.194663,0.449383752474778,2.000855357708107,1.101703468901974,17.42943960444952,10.8,0.176,AMO,12.5,S
a0004957,  4957 Brucemurray (1990 XJ),Y,N,0.425695,0.2187914328448276,1.565492767670026,1.222976361923286,35.01082635910582,3.499,0.132,AMO,14.9,C
a0005143,  5143 Heracles (1991 VL),Y,N,0.0584006,0.7722007404364657,1.833305536052864,0.4176256436665707,9.030542501099534,4.843,0.227,APO,14.0,S
a0005370,  5370 Taranis (1986 RA),Y,N,0.216729,0.636639284766289,3.325138169060139,1.208224583360604,19.15015581694232,3.6,0.037,AMO,15.1,C
a0005381,  5381 Sekhmet (1991 JY),Y,N,0.112428,0.2963412966939172,0.9474534819956352,0.6666838885838817,48.9667777193404,0.935,0.507,ATE,16.6,M
a0005587,  5587 (1990 SB),Y,N,0.30648,0.5448120895124308,2.396403613409722,1.090813953472832,18.09772058822913,3.57,0.32,AMO,13.8,S
a0005604,  5604 (1992 FE),Y,Y,0.0336543,0.4060067985630431,0.9285867413164058,0.5515742112864432,4.715356390318168,0.55,0.48,ATE,17.2,M
a0005645,  5645 (1990 SP),Y,N,0.0535098,0.3874348795511245,1.35499963399218,0.830025514004602,13.50254773420066,1.668,0.121,APO,17.1,C
a0005646,  5646 (1990 TR),Y,N,0.212024,0.4359095661713163,2.143443794171972,1.209096139741867,7.906258890589942,4.3,0.454,AMO,15.3,M
a0005653,  5653 Camarillo (1992 WD5),Y,N,0.283575,0.3041422182123129,1.794691928179093,1.248850344134971,6.872377617578552,1.537,0.271,AMO,16.2,S
a0005731,  5731 Zeus (1988 VP4),Y,N,0.070701,0.6533794502002339,2.264456222181983,0.7849070607302202,11.42318359228391,5.231,0.031,APO,15.6,C
a0005751,  5751 Zao (1992 AC),Y,N,0.245382,0.4234747904651161,2.103979832035936,1.212997413521688,16.07356067854632,2.3,0.36,AMO,14.8,M
a0006050,  6050 Miwablock (1992 AE),Y,N,0.268653,0.4371698458629604,2.20196715535296,1.239333513452005,6.405607234233363,2.884,0.257,AMO,14.9,S
a0006053,  6053 (1993 BW3),Y,N,0.223054,0.5282889036114057,2.147726402178328,1.01310637591427,21.58073267709335,3.72,0.14,APO,14.8,C
a0006063,  6063 Jason (1984 KB),Y,N,0.0744886,0.7662255850032114,2.213020954107677,0.5173476789221573,4.918375419542129,1.4,0.21,APO,15.9,S
a0006178,  6178 (1986 DA),Y,N,0.189563,0.5819601204491861,2.820877928039192,1.179239469265053,4.304841849111806,2.3,0.15,AMO,15.8,S
a0006455,  6455 (1992 HE),Y,N,0.289476,0.5725463550796023,2.240985349918128,0.9579173560357168,37.3370263961005,4.626,0.227,APO,13.9,S
a0006489,  6489 Golevka (1991 JX),Y,Y,0.0280499,0.6052965473603549,2.502473955538531,0.987735110391848,2.276480760253867,0.53,0.151,APO,19.2,S
a0007025,  7025 (1993 QA),Y,N,0.0627913,0.3150669352968861,1.475871766980726,1.010873372466909,12.60993490426042,0.498,0.34,APO,18.3,M
a0007335,  7335 (1989 JA),Y,Y,0.0216163,0.4843281029377564,1.770445231877868,0.9129688513672636,15.19555380195391,1.8,0.322,APO,17.0,S
a0007350,  7350 (1993 VA),Y,N,0.0807516,0.391236996359884,1.355864983974342,0.8254004401746784,7.262759240314128,1.921,0.05,APO,17.2,C
a0007482,  7482 (1994 PC1),Y,Y,0.000336685,0.3283045869886862,1.346161267705482,0.9042103486912672,33.48902940670292,1.052,0.277,APO,16.5,S
a0007822,  7822 (1991 CS),Y,Y,0.0230972,0.1646463012575573,1.122920698419507,0.9380359588191824,37.12099025844711,1.602,0.075,APO,17.4,C
a0007839,  7839 (1994 ND),Y,N,0.136207,0.5185777700758288,2.165318570332025,1.042432494625462,27.11833562228615,0.784,0.181,AMO,17.8,S
a0007889,  7889 (1994 LX),Y,N,0.154594,0.3463153552341869,1.261379778971083,0.8245445927314924,36.91250845232767,1.68,0.52,APO,15.2,M
a0008201,  8201 (1994 AH2),Y,N,0.101533,0.7067970332762996,2.537197099934554,0.7439137168635802,9.551459108151882,1.859,0.154,APO,15.7,S
a0008566,  8566 (1996 EN),Y,Y,0.0213905,0.4304645963484311,1.506327525530366,0.857906855284406,37.97718340311962,1.568,0.217,APO,16.3,S
a0008567,  8567 (1996 HW1),Y,N,0.12239,0.4491961939945195,2.04544525169161,1.126639029607577,8.449292786685852,2.928,0.156,AMO,15.3,S
a0009162,  9162 Kwiila (1987 OA),Y,N,0.0809232,0.5953172175719142,1.49661427461101,0.6056540288711746,9.007732789076975,1.127,0.088,APO,17.9,C
a0009202,  9202 (1993 PB),Y,N,0.373036,0.6074426948324929,1.423857179517597,0.5589455373348353,40.81853510743859,1.617,0.269,APO,15.9,S
a0009856,  9856 (1991 EE),Y,Y,0.0224508,0.6260224968988295,2.243190497865046,0.8389027813718416,9.827000270016448,1.0,0.3,APO,17.4,S
a0010115, 10115 (1992 SK),Y,Y,0.0459104,0.3247856997203078,1.248431683697303,0.8429589257546724,15.32038896280081,0.938,0.28,APO,17.0,S
a0010165, 10165 (1995 BL2),Y,N,0.375346,0.5038536451823441,1.234671249850577,0.6125776400115232,23.89781764437027,0.829,0.372,APO,17.3,M
a0011066, 11066 Sigurd (1992 CC1),Y,N,0.117715,0.3753355064248937,1.391509403713261,0.8692265169755421,36.88044987018519,2.104,0.19,APO,15.1,S
a0011398, 11398 (1998 YP11),Y,N,0.202805,0.3889742315540371,1.720633490203685,1.051351400565566,15.02584254932623,1.316,0.318,AMO,16.3,S
a0011500, 11500 Tomaiyowit (1989 UR),Y,Y,0.0344037,0.3557795887714189,1.079768039363419,0.6956086103501808,10.30870902646075,0.738,0.142,APO,18.3,C
a0011885, 11885 Summanus (1990 SS),Y,N,0.0670826,0.474902213321591,1.703268930681788,0.8943827456191072,19.41789648202795,1.298,0.033,APO,18.5,C
a0012538, 12538 (1998 OH),Y,Y,0.0288994,0.4060696629576222,1.541695307363827,0.9156596135192502,24.52621522916323,1.663,0.232,APO,15.9,S
a0012923, 12923 Zephyr (1999 GK4),Y,Y,0.0215506,0.4920120125312745,1.961922094160385,0.9966328561829614,5.304291691148097,2.06,0.199,APO,15.7,S
a0013651, 13651 (1997 BR),Y,Y,0.0140583,0.3056593725573473,1.335527441676244,0.9273109618203642,17.2485471798234,0.562,0.511,APO,17.6,M
a0014402, 14402 (1991 DB),Y,N,0.102735,0.4017335307639988,1.714934363122137,1.025987726396572,11.4165421827673,0.6,0.14,AMO,18.7,C
a0016064, 16064 Davidharvey (1999 RH27),Y,N,0.20384,0.5891100122730619,2.849238177943977,1.170723439966524,4.539229409000712,4.106,0.02,AMO,16.7,C
a0016834, 16834 (1997 WU22),Y,N,0.14558,0.4421617548964665,1.46786837746717,0.8188331197292573,15.99022576608819,1.87,0.22,APO,15.6,S
a0017182, 17182 (1999 VU),Y,N,0.14383,0.5532990638127127,1.38703977130133,0.6195919643693052,9.272436293963631,2.885,0.028,APO,17.0,C
a0017188, 17188 (1999 WC2),Y,N,0.0641285,0.6366087857727529,2.21656388299167,0.8054798408526046,29.44916610998404,1.819,0.147,APO,16.5,C
a0017274, 17274 (2000 LC16),Y,N,0.212566,0.5534604989066177,2.734905617388819,1.221243389926292,5.569964028935444,3.183,0.037,AMO,16.6,C
a0019356, 19356 (1997 GH3),Y,N,0.105457,0.5626304858970956,2.502511727411493,1.094522338254785,3.00366529645305,0.91,0.34,AMO,16.8,M
a0019764, 19764 (2000 NF5),Y,N,0.22689,0.443309776405806,2.233007823406607,1.243093624499809,1.326530473667785,1.572,0.342,AMO,15.9,M
a0020460, 20460 Robwhiteley (1999 LO28),Y,N,0.329679,0.4120833859541995,1.876650523627454,1.103314021598331,33.94175731238675,2.716,0.199,AMO,15.2,S
a0021088, 21088 Chelyabinsk (1992 BL2),Y,N,0.308271,0.2385498136458037,1.706448989074132,1.299375900734428,38.46013219072556,2.793,0.206,AMO,14.3,S
a0023183, 23183 (2000 OY21),Y,N,0.257106,0.4007106718036229,1.824111238838932,1.093170398879244,40.97492385237702,1.098,0.64,AMO,16.0,M
a0025330, 25330 (1999 KV4),Y,N,0.172941,0.3708585057294157,1.540399467235266,0.9691292225900072,14.3280173459262,3.21,0.052,APO,16.6,C
a0025916, 25916 (2001 CP44),Y,N,0.280916,0.4980588069828338,2.562149418168967,1.28604833564397,15.74628464086087,5.683,0.177,AMO,13.6,S
a0026760, 26760 (2001 KP41),Y,N,0.257098,0.5581501591137729,2.850899597129235,1.259669533374161,11.02285467707341,5.4,0.042,AMO,15.3,C
a0027346, 27346 (2000 DN8),Y,N,0.444697,0.398781244051531,1.875189189996346,1.12739891197762,36.9493235784246,1.802,0.256,AMO,15.9,S
a0029075, 29075 (1950 DA),Y,Y,0.0401055,0.5078265461162728,1.698568963220988,0.8359905532881752,12.16749549995621,2.0,0.07,APO,17.1,C
a0035107, 35107 (1991 VH),Y,Y,0.0255494,0.1442312825767116,1.13732248180345,0.9732850015496096,13.91128005931783,0.929,0.408,APO,16.7,M
a0036183, 36183 (1999 TX16),Y,N,0.135603,0.3323633147681332,1.55126804761393,1.035683457215074,38.2219203886637,2.339,0.089,AMO,16.2,C
a0039572, 39572 (1993 DQ1),Y,Y,0.0286796,0.4924206244163447,2.036622529866865,1.033747592009427,10.02441447672793,1.554,0.184,AMO,16.5,S
a0039796, 39796 (1997 TD),Y,N,0.188825,0.4681637688059381,2.24978064061852,1.196514856919916,12.9171726642319,2.131,0.205,AMO,15.7,S
a0040263, 40263 (1999 FQ5),Y,N,0.257698,0.1609822133087533,1.494782553138394,1.254149149318867,25.84371496059161,0.954,0.177,AMO,17.7,S
a0040267, 40267 (1999 GJ4),Y,N,0.156627,0.8083344070118448,1.338782423601514,0.2565985271017037,34.49238672359232,1.641,0.214,APO,15.5,S
a0041429, 41429 (2000 GE2),Y,Y,0.0109174,0.5554979792765546,1.592643524474812,0.7079332649211639,2.173379358161085,0.204,0.267,APO,20.5,S
a0048603, 48603 (1995 BC2),Y,N,0.137013,0.4298851749168228,1.917879892970991,1.093411759711699,5.024644850832805,0.844,0.227,AMO,17.6,S
a0052750, 52750 (1998 KK17),Y,N,0.162271,0.5252418335391023,1.42699572301629,0.6774778730067571,11.16879301462233,1.059,0.393,APO,16.4,M
a0052762, 52762 (1998 MT24),Y,N,0.142775,0.6510476331443814,2.419120699670031,0.8441578938592774,33.88451971027894,6.742,0.051,APO,14.8,C
a0053430, 53430 (1999 TY16),Y,N,0.292013,0.4033032446773739,2.099147659528059,1.252554597383478,60.39716313050799,1.233,0.266,AMO,16.7,S
a0053789, 53789 (2000 ED104),Y,Y,0.048912,0.2691272183628152,1.370628509748125,1.001755071510841,40.78359361178984,0.843,0.222,APO,17.4,S
a0054401, 54401 (2000 LM),Y,N,0.354699,0.2624601926225408,1.710655969847105,1.261676874490135,18.95208088386407,1.189,0.181,AMO,17.1,S
a0054686, 54686 (2001 DU8),Y,N,0.433902,0.341970808105004,1.776585967519953,1.169045428539145,33.20448270289884,1.349,0.244,AMO,16.5,S
a0054789, 54789 (2001 MZ7),Y,N,0.293102,0.2870959179812822,1.776535787640671,1.266499614861372,24.46602789284384,1.567,0.856,AMO,15.0,M
a0055408, 55408 (2001 TC2),Y,N,0.146311,0.2245289860465833,1.099809800413698,0.852870621082715,30.3893829027726,0.461,0.342,APO,18.7,M
a0055532, 55532 (2001 WG2),Y,N,0.338107,0.6955123042858841,1.794522829364003,0.546410121219421,38.51424028912467,1.306,0.376,APO,16.0,M
a0065679, 65679 (1989 UQ),Y,Y,0.0139803,0.2647316079764361,0.9151005839936156,0.6728445349328099,1.299319042532019,0.918,0.033,ATE,19.5,C
a0066008, 66008 (1998 QH2),Y,N,0.0765683,0.3625574218446699,1.426212285549561,0.9091284362975178,61.00454907436111,1.484,0.319,APO,16.0,S
a0066146, 66146 (1998 TU3),Y,N,0.0733092,0.4836937164182266,0.7872617150862857,0.4064681703224131,5.406999547912829,2.864,0.224,ATE,14.5,S
a0066251, 66251 (1999 GJ2),Y,N,0.248384,0.1980218824190612,1.535526157555003,1.231458377332253,11.27817461721003,1.222,0.187,AMO,16.9,S
a0066272, 66272 (1999 JW6),Y,N,0.409886,0.1433092281633517,1.507485042048958,1.291448524205124,51.31275278400917,0.808,0.4,AMO,17.1,M
a0066400, 66400 (1999 LT7),Y,N,0.0587702,0.5725539215551606,0.8552509082427779,0.3655736468147626,9.065620769342509,0.411,0.182,ATE,19.1,S
a0068063, 68063 (2000 YJ66),Y,N,0.27326,0.4578922574810575,2.332324073250962,1.264370938172664,5.721773365989016,2.301,0.211,AMO,15.5,S
a0068216, 68216 (2001 CV26),Y,Y,0.0235082,0.3265396501930515,1.319662479063593,0.8887403547772723,17.99345710504085,1.277145945336582,0.272,APO,16.5,S
a0068267, 68267 (2001 EA16),Y,N,0.0581442,0.4274470660328586,1.509675042091005,0.8643688746861725,38.8235549723459,0.875,0.401,APO,16.8,M
a0068278, 68278 (2001 FC7),Y,N,0.263622,0.1145650709069738,1.435794185381649,1.27130232272558,2.620545420121414,0.942,0.087,AMO,18.4,C
a0068348, 68348 (2001 LO7),Y,N,0.385555,0.8407623226626765,2.1556284138478,0.3432572618234624,25.34861831564256,3.512,0.299,APO,14.2,S
a0068350, 68350 (2001 MK3),Y,N,0.302289,0.2476378955328804,1.669640529013659,1.256174262112311,29.56724442876973,1.794,0.219,AMO,15.9,S
a0068548, 68548 (2001 XR31),Y,Y,0.0250186,0.4365970668581143,1.706728283013423,0.9615757207259772,22.72008519934395,1.182,0.289,APO,16.5,S
a0085182, 85182 (1991 AQ),Y,Y,0.0165497,0.7764382357134696,2.222167320937678,0.4967916468087,3.125421699737057,1.1,0.242,APO,17.1,S
a0085628, 85628 (1998 KV2),Y,N,0.143145,0.3318024349538389,1.592666927348902,1.064216162784088,13.03018204723137,0.775,0.461,AMO,17.1,M
a0085709, 85709 (1998 SG36),Y,N,0.123148,0.337478063303806,1.646007095426727,1.090515808677792,24.83582623048176,2.23,0.141,AMO,15.9,C
a0085713, 85713 (1998 SS49),Y,Y,0.00265465,0.6392681730660439,1.923778478692685,0.6939681252350389,10.76369028541032,3.484,0.076,APO,15.6,C
a0085774, 85774 (1998 UT18),Y,Y,0.0359659,0.3291183900409435,1.402899507075806,0.9411794799177836,13.58886606682922,0.939,0.042,APO,19.1,C
a0085804, 85804 (1998 WQ5),Y,N,0.372411,0.3543065694409326,1.721241122669109,1.111394085315557,27.66415343507076,2.272,0.239,AMO,15.4,S
a0085818, 85818 (1998 XM4),Y,N,0.108925,0.4163675269094086,1.656675907315927,0.9668898568963936,62.71396872697738,2.028,0.168,APO,15.4,S
a0085839, 85839 (1998 YO4),Y,N,0.240566,0.2480197341043318,1.653729654417128,1.243572065248143,9.321766627955045,1.14,0.405,AMO,16.5,M
a0085953, 85953 (1999 FK21),Y,N,0.0706547,0.7030713458677447,0.7387413912480462,0.2193534870550722,12.60497799973554,0.59,0.32,ATE,18.1,S
a0085989, 85989 (1999 JD6),Y,Y,0.0477289,0.6328433449329114,0.8831477541555608,0.3242535753457672,17.06134575403662,1.462,0.056,ATE,17.1,C
a0085990, 85990 (1999 JV6),Y,Y,0.0315199,0.311095598677888,1.008213935178583,0.6945630174188125,5.3592177752596,0.451,0.095,APO,20.2,C
a0086039, 86039 (1999 NC43),Y,Y,0.0245277,0.5786544894113711,1.760246963185592,0.7416721554655168,7.130863507934892,2.22,0.14,APO,15.9,C
a0086067, 86067 (1999 RM28),Y,N,0.363385,0.3239018146172208,1.816837542092149,1.228360565343811,30.54647421745442,1.245,0.314,AMO,16.4,S
a0086324, 86324 (1999 WA2),Y,N,0.342257,0.4344969004208096,1.966399747318414,1.1120051521203,34.60755194004493,2.102,0.191,AMO,15.7,S
a0086326, 86326 (1999 WK13),Y,N,0.27999,0.3625108204762864,1.84442722129084,1.175802395991901,34.31110730628281,1.348,0.098,AMO,17.3,C
a0086819, 86819 (2000 GK137),Y,Y,0.0171749,0.5059324249512906,1.995701138897965,0.9860112222172652,10.06100724183508,0.802,0.301,APO,17.4,S
a0086829, 86829 (2000 GR146),Y,N,0.202945,0.574995154418643,1.462991294460778,0.6217783891891724,14.37926755178405,1.823,0.375,APO,15.9,M
a0087309, 87309 (2000 QP),Y,N,0.202647,0.4631889345252523,0.8474645944383706,0.4549283718925867,34.7459407595447,0.568,0.499,ATE,17.6,M
a0087311, 87311 (2000 QJ1),Y,N,0.108391,0.5122336639818076,1.590397481449259,0.7757423523390662,7.691500517165191,1.948,0.142,APO,16.4,C
a0088188, 88188 (2000 XH44),Y,N,0.232065,0.3916919306013256,2.007588118309128,1.221232052396343,11.36740069703588,1.371,0.374,AMO,16.0,M
a0088213, 88213 (2001 AF2),Y,N,0.172427,0.5953116214670561,0.95396469751138,0.3860584266135507,17.81337148474642,0.912,0.028,ATE,19.4,C
a0088263, 88263 (2001 KQ1),Y,N,0.376673,0.4317870892330232,2.097205219474852,1.191659082233502,38.79452569063582,5.748,0.037,AMO,15.6,C
a0089355, 89355 (2001 VS78),Y,N,0.444119,0.3082194017117,1.786735862416733,1.236029203885809,22.66782894330044,2.038,0.246,AMO,15.7,S
a0089830, 89830 (2002 CE),Y,Y,0.029336,0.5068389074451931,2.077723442807977,1.024652363081917,43.63954931595748,5.067,0.079,AMO,15.0,C
a0089959, 89959 (2002 NT7),Y,Y,2.65565e-05,0.5283840836793707,1.7357025259258,0.8185849372245271,42.34760577168322,1.407,0.224,APO,16.5,S
a0090075, 90075 (2002 VU94),Y,Y,0.0308191,0.5762465539105611,2.133617703842716,0.9041278546407868,8.914533125913087,2.233,0.294,APO,15.3,S
a0090367, 90367 (2003 LC5),Y,N,0.151872,0.4262572044802968,1.155564706501408,0.6629969251120232,16.8810818012407,1.748,0.048,APO,17.8,C
a0096189, 96189 Pygmalion (1991 NT3),Y,N,0.332566,0.307222058335378,1.820607628969607,1.261276805776472,13.99630415248664,3.605,0.041,AMO,16.4,C
a0096590, 96590 (1998 XB),Y,N,0.114151,0.3511701747089355,0.9078439874994048,0.5890362558007821,13.60473959445755,0.882,0.489,ATE,16.2,M
a0099248, 99248 (2001 KY66),Y,Y,0.0474671,0.5073990669662661,1.866701263427418,0.919538784059596,10.61340110086208,1.115,0.429,APO,16.5,M
a0099942, 99942 Apophis (2004 MN4),Y,Y,0.000315683,0.1911953048308701,0.9224383019077086,0.7460724295867941,3.331369520013644,0.34,0.23,ATE,19.7,S
a0100004,100004 (1983 VA),Y,N,0.17579,0.7032966124372708,2.596046026468684,0.7702556503220209,15.82822390428468,2.7,0.0668,APO,16.3,C
a0100926,100926 (1998 MQ),Y,N,0.130426,0.4074179258573802,1.78298906568867,1.056567358719404,24.23865936967699,1.174,0.234,AMO,16.6,S
a0101955,101955 Bennu (1999 RQ36),Y,Y,0.0032228,0.2037451084785423,1.126391025934071,0.8968943641658774,6.034939533607825,0.492,0.046,APO,20.19,C
a0103067,103067 (1999 XA143),Y,Y,0.0414719,0.5816216843853386,1.843690450033608,0.7713601049998979,38.54726925315438,1.282,0.246,APO,16.8,S
a0105141,105141 (2000 NF11),Y,N,0.213248,0.1890415136794616,1.421054748877238,1.152416408128098,14.82496912192872,0.352,0.431,AMO,18.9,M
a0111253,111253 (2001 XU10),Y,Y,0.0292722,0.4395492377843355,1.753693915562696,0.982859091670086,42.02835050925976,3.006,0.178,APO,15.2,S
